# 16/08/2023 01:13:19 PM: Prices - EPEX Spot Intraday Market Auction - 15-call_germany - Currency: EUR
Delivery day,Hour 1 Q1,Hour 1 Q2,Hour 1 Q3,Hour 1 Q4,Hour 2 Q1,Hour 2 Q2,Hour 2 Q3,Hour 2 Q4,Hour 3A Q1,Hour 3A Q2,Hour 3A Q3,Hour 3A Q4,Hour 3B Q1,Hour 3B Q2,Hour 3B Q3,Hour 3B Q4,Hour 4 Q1,Hour 4 Q2,Hour 4 Q3,Hour 4 Q4,Hour 5 Q1,Hour 5 Q2,Hour 5 Q3,Hour 5 Q4,Hour 6 Q1,Hour 6 Q2,Hour 6 Q3,Hour 6 Q4,Hour 7 Q1,Hour 7 Q2,Hour 7 Q3,Hour 7 Q4,Hour 8 Q1,Hour 8 Q2,Hour 8 Q3,Hour 8 Q4,Hour 9 Q1,Hour 9 Q2,Hour 9 Q3,Hour 9 Q4,Hour 10 Q1,Hour 10 Q2,Hour 10 Q3,Hour 10 Q4,Hour 11 Q1,Hour 11 Q2,Hour 11 Q3,Hour 11 Q4,Hour 12 Q1,Hour 12 Q2,Hour 12 Q3,Hour 12 Q4,Hour 13 Q1,Hour 13 Q2,Hour 13 Q3,Hour 13 Q4,Hour 14 Q1,Hour 14 Q2,Hour 14 Q3,Hour 14 Q4,Hour 15 Q1,Hour 15 Q2,Hour 15 Q3,Hour 15 Q4,Hour 16 Q1,Hour 16 Q2,Hour 16 Q3,Hour 16 Q4,Hour 17 Q1,Hour 17 Q2,Hour 17 Q3,Hour 17 Q4,Hour 18 Q1,Hour 18 Q2,Hour 18 Q3,Hour 18 Q4,Hour 19 Q1,Hour 19 Q2,Hour 19 Q3,Hour 19 Q4,Hour 20 Q1,Hour 20 Q2,Hour 20 Q3,Hour 20 Q4,Hour 21 Q1,Hour 21 Q2,Hour 21 Q3,Hour 21 Q4,Hour 22 Q1,Hour 22 Q2,Hour 22 Q3,Hour 22 Q4,Hour 23 Q1,Hour 23 Q2,Hour 23 Q3,Hour 23 Q4,Hour 24 Q1,Hour 24 Q2,Hour 24 Q3,Hour 24 Q4,Minimum,Maximum,Off-Peak,Baseload,Off-Peak 1,Peakload,Sun Peak,Off-Peak 2
28/07/2023,111.49,99.36,73.84,66.91,91.90,82.84,73.58,71.28,83.10,80.37,78.02,74.51,,,,,74.96,77.49,79.60,81.44,71.02,77.18,82.98,93.09,61.78,71.09,93.21,123.94,63.04,92.43,107.95,131.25,104.30,111.04,118.72,114.22,128.48,108.83,103.06,97.86,128.80,110.48,95.67,81.05,129.46,104.76,85.05,68.45,106.48,93.03,90.57,76.68,103.85,75.46,83.01,73.02,85.98,83.12,70.09,48.99,69.60,69.95,77.26,80.62,57.20,69.60,83.85,93.75,54.88,74.01,87.13,108.78,55.68,85.25,105.86,128.25,73.66,95.00,111.73,134.66,85.10,95.09,111.26,178.16,145.44,113.85,123.95,116.76,149.97,117.67,105.59,93.97,147.94,108.88,106.17,89.23,129.32,109.73,95.41,85.98,48.99,178.16,97.04,94.55,88.06,92.05,82.49,114.99
27/07/2023,115.42,100.01,79.16,79.01,105.92,79.84,70.57,54.48,85.76,73.65,66.95,57.65,,,,,68.28,66.03,68.25,66.98,51.36,65.96,78.28,87.89,57.27,66.08,87.83,111.54,61.60,87.90,104.90,118.10,85.05,100.74,113.81,116.25,130.69,113.91,108.56,98.56,122.86,104.96,102.12,90.15,110.64,104.59,99.98,95.99,104.95,96.84,98.40,89.85,91.40,87.24,87.99,94.22,93.84,87.84,78.66,66.41,78.69,83.31,84.33,78.68,88.14,84.81,81.54,80.46,85.02,90.56,104.05,113.96,102.64,110.45,109.07,111.31,102.84,104.96,110.52,130.26,110.74,104.32,106.42,114.52,120.37,113.13,114.29,104.50,127.99,114.78,110.72,98.90,133.35,111.51,95.06,79.60,120.79,100.11,85.76,73.77,51.36,133.35,90.36,94.47,82.27,98.59,89.53,106.54
26/07/2023,110.34,108.88,92.53,73.56,108.34,93.86,83.27,74.72,86.12,86.30,85.40,86.75,,,,,79.44,76.84,82.86,81.60,63.30,75.49,87.63,94.91,58.15,69.25,95.16,125.02,72.61,100.92,116.02,127.38,118.06,122.62,126.07,108.02,184.97,130.83,102.86,82.59,135.99,114.25,90.83,71.78,125.68,101.12,81.77,63.63,115.45,94.56,86.76,73.91,93.80,82.82,79.94,76.13,93.88,85.93,75.91,48.68,74.67,68.65,68.39,67.32,62.64,63.36,73.10,71.91,51.36,66.03,84.14,86.62,38.12,72.79,94.98,124.04,39.77,74.20,114.48,139.95,75.25,100.31,109.16,175.29,104.91,115.30,126.68,133.21,138.15,123.76,109.89,100.11,138.44,105.79,98.97,81.60,123.98,98.97,80.31,66.92,38.12,184.97,98.30,93.84,92.86,89.39,80.42,109.19
25/07/2023,105.91,90.25,89.66,95.59,88.78,87.06,96.33,93.25,89.05,86.94,90.92,101.34,,,,,77.45,87.80,90.59,95.36,75.13,88.07,87.07,106.25,72.86,87.14,98.45,128.97,80.34,105.18,129.62,154.07,146.98,157.78,159.44,132.32,231.50,152.43,131.58,116.74,143.94,118.01,113.72,96.31,134.02,110.59,103.56,102.63,128.82,112.71,105.91,81.01,114.36,101.21,99.60,98.35,120.01,95.36,85.05,65.95,89.41,93.25,88.59,83.15,92.04,88.70,87.06,85.75,82.81,85.09,91.93,99.11,57.53,93.69,97.33,124.10,80.51,95.69,115.93,150.83,98.99,102.96,110.92,131.42,114.17,110.43,117.94,116.46,131.49,117.51,110.44,102.38,142.73,110.30,94.62,77.95,126.50,92.07,75.10,60.02,57.53,231.50,103.67,104.86,102.37,106.05,98.63,106.26
24/07/2023,100.33,95.33,84.91,66.04,89.06,74.65,67.94,67.15,73.57,69.83,74.97,80.72,,,,,65.02,69.85,85.94,91.57,54.17,68.22,84.97,101.89,50.38,78.00,90.08,132.63,71.40,103.58,128.41,144.06,99.29,129.45,139.00,123.58,136.86,114.56,107.42,85.12,148.89,102.32,119.80,83.90,136.78,125.40,97.05,80.82,100.82,99.41,99.03,97.97,105.55,94.94,94.92,75.02,118.43,99.67,87.57,47.74,96.14,91.52,75.53,68.82,91.51,82.39,61.25,64.48,33.99,69.79,81.29,97.06,30.80,75.08,93.43,121.10,49.16,86.03,105.13,143.68,66.44,92.28,112.01,143.54,118.51,119.68,125.26,125.00,140.78,118.47,116.43,98.91,142.96,113.14,100.14,85.07,127.67,106.71,97.21,88.61,30.80,148.89,97.51,95.55,89.25,93.59,91.37,114.03
23/07/2023,132.35,100.71,72.91,32.35,114.23,90.21,59.72,30.23,98.71,75.04,53.83,27.97,,,,,72.63,46.17,23.96,10.04,64.91,30.85,10.01,-6.25,64.98,31.31,15.55,-8.49,67.76,32.23,6.07,-29.66,56.88,20.85,-10.36,-50.01,71.17,0.51,-16.08,-46.76,51.08,-0.49,-15.05,-54.45,48.33,0.95,-19.36,-49.92,17.40,0.53,-3.01,-14.92,40.00,8.07,-10.08,-42.64,-3.93,-10.54,-21.04,-20.43,-22.43,-22.60,-10.45,-10.26,-19.82,-9.23,1.59,13.33,-39.95,-15.03,0.03,19.74,-58.41,-14.84,17.20,72.83,-47.45,18.52,77.40,132.36,-28.45,47.20,105.05,163.39,50.40,77.20,99.35,117.05,92.97,98.33,99.68,129.91,106.27,103.87,99.82,96.84,99.09,98.10,94.92,87.52,-58.41,163.39,60.19,33.00,41.80,5.81,-6.69,96.96
22/07/2023,87.42,100.42,105.90,95.46,128.37,101.53,81.74,81.28,99.36,88.72,85.04,75.27,,,,,86.34,85.02,82.64,75.60,79.54,83.86,83.80,86.07,80.79,81.00,87.96,97.26,85.94,98.68,89.73,75.09,98.91,88.04,84.62,71.16,117.81,94.05,69.61,26.90,120.43,70.82,53.22,26.75,99.02,65.80,48.02,19.17,73.77,51.30,52.78,20.54,68.19,41.12,31.27,35.37,32.67,25.43,34.46,32.88,22.69,29.58,34.00,41.92,0.10,27.56,36.99,56.95,6.94,61.02,76.27,100.97,28.13,62.67,103.43,136.57,31.87,75.07,98.18,136.02,49.84,85.05,101.20,149.96,98.94,93.94,103.67,109.94,121.96,109.05,102.96,95.03,142.58,103.81,98.63,77.51,136.24,107.00,87.47,66.85,0.10,149.96,93.50,76.59,88.52,59.67,40.90,103.47
21/07/2023,120.14,112.44,102.10,99.80,104.15,106.72,96.08,89.06,105.62,96.88,93.46,79.93,,,,,102.94,93.35,93.02,97.41,78.70,89.16,102.64,112.44,75.14,92.45,112.48,130.13,97.83,119.33,127.48,149.06,142.14,141.62,146.05,133.40,167.47,122.97,113.28,105.25,139.53,112.42,100.53,83.76,111.40,112.43,94.69,84.62,101.36,98.00,93.89,74.89,109.72,96.39,92.36,87.97,112.42,94.02,83.71,59.94,99.91,88.87,79.72,78.69,84.84,83.91,88.92,89.87,82.50,87.98,84.59,92.15,60.97,92.96,99.64,112.44,73.14,84.94,100.21,134.10,97.68,107.10,119.79,151.03,129.51,125.03,129.80,121.27,141.11,120.95,118.36,99.13,143.94,112.46,92.63,77.84,117.37,96.72,90.05,66.84,59.94,167.47,108.88,103.70,107.60,98.52,91.77,111.44
20/07/2023,95.21,102.36,94.66,92.21,97.49,94.33,80.99,66.52,91.67,79.36,79.16,65.06,,,,,86.10,82.12,78.36,69.37,67.89,69.52,87.98,96.06,53.40,70.43,96.14,112.43,81.25,96.87,102.64,112.47,113.52,119.60,111.02,97.71,191.30,112.43,83.22,45.11,135.60,110.94,90.02,52.08,100.94,96.79,82.67,67.01,103.07,82.59,87.20,49.23,94.79,83.21,94.58,75.66,99.94,86.52,69.16,24.03,62.98,67.19,78.44,84.80,40.81,68.03,86.30,99.10,38.39,68.17,82.55,106.47,62.94,82.97,90.16,102.98,66.99,94.52,112.36,166.13,75.37,104.91,126.25,224.93,140.77,150.84,146.51,161.88,170.64,139.29,133.06,125.01,161.34,122.78,115.83,95.20,138.47,110.61,102.39,82.92,24.03,224.93,102.95,96.39,88.87,89.83,78.54,131.10
19/07/2023,95.22,109.43,100.72,93.78,106.98,90.22,75.62,66.08,99.55,91.11,92.48,85.40,,,,,93.18,79.51,81.33,93.90,74.49,79.86,96.13,109.46,69.72,86.11,106.17,119.17,99.48,113.38,126.17,129.57,124.56,119.00,109.53,82.34,166.31,109.57,99.54,66.79,142.71,99.29,85.18,65.23,109.49,95.77,72.61,53.70,104.76,83.86,79.10,62.41,105.34,83.66,69.96,42.18,106.72,81.99,75.81,29.19,69.99,60.53,57.57,57.50,56.34,67.65,61.34,71.11,41.27,69.53,76.41,89.49,40.75,71.78,86.06,99.95,43.40,66.39,88.63,119.92,64.07,94.60,101.07,152.29,109.26,110.38,116.93,119.94,135.65,113.99,109.57,108.92,139.39,109.44,107.33,86.88,123.29,94.31,84.60,68.37,29.19,166.31,100.79,91.01,96.86,81.23,73.27,108.64
18/07/2023,118.88,110.99,99.71,88.09,110.22,101.93,92.33,78.30,94.65,90.91,96.29,98.73,,,,,84.08,79.14,92.41,95.29,61.87,72.14,90.62,98.94,61.70,68.08,109.14,131.52,65.85,110.24,117.39,125.13,125.13,123.83,111.83,86.06,223.60,108.33,60.06,20.80,149.71,96.18,71.67,28.28,116.35,94.70,63.82,32.13,85.67,75.63,78.88,68.22,76.33,73.09,76.36,73.14,76.21,81.15,78.32,63.29,64.94,75.05,79.81,95.02,52.43,80.65,77.99,94.92,34.07,74.73,99.93,110.20,69.27,94.39,115.68,147.40,82.08,110.38,161.85,204.92,110.30,125.14,172.66,373.10,195.75,189.38,223.98,226.90,245.94,196.11,160.29,128.87,219.34,148.59,139.32,110.80,174.53,134.37,111.22,95.09,20.80,373.10,120.66,109.07,96.61,97.48,76.42,168.78
17/07/2023,153.42,112.49,91.09,65.97,121.87,96.66,87.47,66.80,105.59,92.36,73.71,65.49,,,,,95.17,77.67,68.51,65.28,65.88,69.24,78.40,94.01,65.25,65.47,92.46,129.62,84.35,102.79,112.94,113.82,100.61,104.81,103.53,96.28,253.76,104.44,89.86,23.80,144.32,99.86,82.07,14.15,126.10,85.00,65.06,17.95,84.95,61.75,29.35,-7.50,64.93,4.52,-1.00,-15.05,20.29,20.00,-0.96,-32.92,-15.05,-0.09,4.93,22.10,-15.07,5.88,21.49,71.21,-5.64,43.83,68.36,90.66,-0.02,72.70,82.00,98.72,30.32,75.09,100.53,160.05,64.51,92.88,104.26,199.23,98.52,105.06,139.44,174.54,143.95,122.27,123.15,121.42,181.61,128.19,108.97,101.23,139.88,105.14,99.77,94.10,-32.92,253.76,102.21,79.31,91.22,56.41,25.74,124.20
16/07/2023,98.67,67.88,42.05,12.92,79.02,19.83,-0.03,-34.98,41.44,10.81,-12.54,-34.92,,,,,16.93,10.71,-13.77,-26.39,15.07,-6.03,-11.50,-18.42,19.99,19.96,3.14,-3.24,18.47,18.48,3.10,1.08,1.30,0.02,1.35,-9.22,79.84,13.42,-7.61,-50.27,77.90,14.84,-6.75,-34.96,54.63,17.87,-15.01,-33.91,0.64,-3.84,-3.99,-24.33,13.70,-9.08,-37.61,-66.36,-12.30,-30.41,-46.46,-63.34,-48.15,-49.52,-43.74,-17.20,-70.16,-46.03,-24.12,12.86,-129.14,-30.03,14.67,84.99,-161.00,-25.30,59.34,144.92,-104.30,-0.07,99.12,171.97,-3.89,78.78,101.42,166.66,71.09,93.75,112.15,150.82,99.49,99.14,106.31,160.06,175.26,112.29,105.49,94.74,126.53,112.17,93.83,91.48,-161.00,175.26,44.50,22.34,10.35,0.18,-22.74,112.79
15/07/2023,128.21,98.56,65.74,16.30,99.95,71.49,49.33,-15.07,72.76,35.78,29.25,-2.98,,,,,55.09,38.03,13.00,1.06,34.80,20.62,20.11,20.20,23.18,17.31,16.88,44.95,33.74,38.92,27.91,15.12,22.69,30.14,27.55,11.40,48.97,38.82,39.06,21.16,80.09,33.80,-9.59,-38.67,74.95,51.65,-9.36,-42.84,56.01,19.36,-0.06,-34.92,43.34,7.76,-11.50,-39.59,13.10,1.99,-12.28,-22.80,-26.10,-3.86,0.71,25.25,-56.18,-19.08,23.05,60.88,-69.82,-7.91,55.64,74.91,-65.78,17.04,74.92,143.82,-0.48,68.44,94.27,123.47,70.64,69.09,89.73,112.13,88.04,79.84,98.27,94.25,107.50,92.72,78.12,68.40,117.91,95.99,79.08,71.02,86.30,80.04,68.49,65.05,-69.82,143.82,52.77,38.50,36.31,24.23,4.15,85.69
14/07/2023,88.12,105.27,97.68,93.63,101.55,97.37,80.09,79.56,90.03,79.56,83.15,84.17,,,,,79.56,76.90,79.59,83.96,72.74,75.15,83.13,101.55,76.07,81.16,105.02,132.42,94.90,113.97,129.34,137.09,132.00,111.20,106.97,94.11,160.51,105.28,88.49,62.90,122.01,99.95,85.03,48.97,104.95,84.91,80.09,43.71,90.95,79.95,80.05,42.22,90.95,62.98,74.80,53.48,81.86,65.08,51.86,36.12,42.08,47.33,81.45,86.43,31.30,61.87,84.90,99.19,58.34,79.52,94.63,105.25,62.96,81.47,101.67,115.65,71.80,93.92,124.87,169.97,94.37,110.01,131.85,228.57,159.73,141.80,137.05,125.02,169.97,121.08,96.94,83.91,164.39,107.22,80.04,46.50,103.00,94.24,78.06,51.18,31.30,228.57,100.15,93.37,95.22,86.59,69.10,110.01
13/07/2023,125.97,118.22,111.40,91.05,110.83,91.81,84.92,69.64,100.22,82.23,76.62,73.29,,,,,94.08,84.19,82.26,82.20,79.41,76.39,86.71,95.09,65.99,82.22,98.20,115.99,80.63,102.23,115.68,108.12,118.87,117.39,117.33,104.80,238.94,119.89,82.23,15.34,156.99,97.68,90.00,74.99,124.15,99.89,82.95,55.09,102.50,82.86,80.06,63.05,84.99,82.37,68.11,58.85,80.58,78.63,55.84,18.41,47.13,55.01,47.14,67.07,41.33,57.14,68.75,80.50,37.53,71.93,82.89,97.16,30.31,82.93,95.71,130.85,33.71,62.99,109.47,153.08,33.88,86.98,119.14,245.60,114.50,118.28,128.68,174.94,156.29,128.65,128.05,119.94,155.00,126.80,118.54,117.36,129.96,117.40,113.21,95.16,15.34,245.60,105.97,94.99,95.12,84.01,70.10,127.67
12/07/2023,153.49,119.20,87.49,65.81,111.73,96.93,90.04,88.17,109.00,77.20,78.28,93.02,,,,,98.44,89.45,87.14,85.37,87.78,89.39,87.89,88.13,78.25,84.54,104.58,134.99,82.64,107.51,119.26,129.22,146.92,124.59,118.23,97.07,277.07,122.96,96.30,19.95,154.73,106.34,97.41,65.68,146.83,99.94,83.26,56.03,103.00,86.00,78.92,23.28,81.12,35.27,13.58,-10.36,57.90,34.48,-0.08,-10.93,-15.09,-0.03,38.06,72.88,-19.57,13.74,72.87,96.97,-19.13,42.18,81.08,119.33,-5.33,84.11,101.91,174.93,45.53,93.80,119.23,164.77,14.77,96.74,118.32,386.20,116.06,128.81,165.68,210.65,200.61,163.26,135.99,131.74,171.21,126.30,119.37,104.91,151.30,114.59,105.95,92.27,-19.57,386.20,113.55,95.29,100.37,77.02,47.42,139.92
11/07/2023,149.67,141.26,127.55,119.12,109.07,132.00,124.42,99.85,124.43,105.31,99.35,91.65,,,,,117.08,103.08,94.91,90.06,107.38,94.97,99.78,96.85,98.39,104.85,114.83,116.68,103.76,139.60,133.01,122.02,174.98,138.66,120.08,75.56,199.94,133.50,114.83,75.50,150.02,102.24,90.07,77.11,131.86,103.04,81.66,83.03,99.94,88.73,78.28,65.66,90.63,76.79,57.85,40.64,89.86,79.96,43.56,8.51,12.40,41.94,61.21,84.40,16.69,66.67,86.73,99.91,50.82,90.57,101.11,120.70,39.61,95.49,124.43,166.11,90.02,109.82,143.60,203.53,105.96,120.31,177.91,444.00,222.12,200.07,184.17,193.64,214.91,190.67,134.38,100.04,201.99,156.16,97.38,74.09,127.00,122.27,96.12,82.85,8.51,444.00,126.42,113.39,114.69,100.36,70.41,149.87
10/07/2023,122.92,123.27,120.65,118.49,110.33,110.19,110.04,110.15,99.98,97.85,106.89,107.75,,,,,97.22,96.69,97.95,97.93,96.57,97.01,99.79,99.72,79.49,96.80,113.09,155.16,101.84,126.77,140.70,173.86,167.75,161.14,143.69,122.07,222.34,149.33,118.20,99.33,174.92,125.58,109.73,98.98,155.28,110.56,93.07,68.72,114.61,98.94,95.59,72.92,120.70,91.56,86.31,74.06,110.55,93.04,80.30,11.81,89.09,82.47,74.57,55.04,64.10,79.98,82.27,87.30,40.22,82.39,90.80,110.61,41.76,80.05,98.99,123.04,78.18,92.65,127.48,213.94,76.76,109.76,170.08,423.40,141.32,168.57,224.62,289.49,233.91,197.67,185.79,183.02,223.11,193.97,166.17,127.94,193.94,152.62,125.62,113.58,11.81,423.40,138.02,122.67,115.74,107.32,87.20,182.58
09/07/2023,110.07,110.05,106.52,110.75,107.53,110.25,110.12,101.84,93.05,101.28,107.12,110.36,,,,,82.09,89.36,98.59,110.55,90.10,93.35,98.95,110.52,110.67,101.75,99.80,99.75,116.97,110.67,88.68,75.87,115.11,89.67,80.00,76.15,124.01,84.85,80.04,69.07,106.60,83.66,75.24,45.01,105.55,78.95,46.22,30.07,84.87,59.96,68.94,3.78,87.57,42.83,43.55,26.89,55.20,34.00,36.30,70.50,17.80,44.17,65.47,92.17,14.46,46.46,73.99,99.91,3.05,74.14,92.70,108.00,44.70,77.95,103.70,137.66,89.60,99.88,112.95,155.11,77.57,109.11,127.03,195.08,124.53,129.43,149.10,150.91,178.15,141.09,129.48,125.63,182.18,140.21,125.65,113.52,144.26,125.50,119.11,109.53,3.05,195.08,112.62,93.88,100.55,75.13,55.40,136.77
08/07/2023,108.08,100.36,90.86,69.83,115.37,100.09,83.99,59.01,97.87,87.17,84.59,83.97,,,,,82.12,89.47,85.32,87.09,83.50,85.40,88.87,74.61,82.03,76.64,84.27,101.86,83.67,89.95,84.85,66.38,106.35,100.05,88.25,78.55,118.86,82.29,78.54,27.05,132.72,99.95,74.96,5.96,131.06,92.91,47.86,-9.40,90.98,43.57,40.26,-4.00,72.90,50.67,33.18,4.43,53.23,35.77,13.84,-0.04,-10.18,-0.06,23.86,67.14,-31.67,6.98,59.05,96.75,-24.02,58.00,82.53,112.94,13.28,89.93,96.44,139.97,60.58,103.59,132.67,180.38,86.08,108.41,125.57,220.95,153.07,134.85,151.63,149.24,216.22,168.68,125.59,103.28,213.11,139.01,122.45,100.08,165.19,121.94,113.53,97.96,-31.67,220.95,105.76,85.34,87.51,64.93,37.88,142.24
07/07/2023,118.96,125.52,119.45,109.42,127.75,119.10,110.15,85.41,116.29,109.45,105.61,83.46,,,,,112.99,102.92,109.42,93.24,93.21,93.22,110.22,122.48,83.74,93.29,112.63,134.61,115.49,136.14,154.94,155.78,161.64,140.35,129.62,87.20,285.44,125.77,75.92,38.14,142.47,97.24,86.17,56.54,122.70,89.94,70.48,44.08,112.12,86.98,64.10,41.17,93.58,79.95,65.70,39.69,88.25,76.30,47.82,22.03,46.32,59.96,60.04,74.81,11.97,57.18,85.91,96.15,34.20,71.58,92.18,115.24,43.97,90.01,113.39,125.45,58.05,91.66,133.31,191.78,92.33,127.71,156.65,387.29,208.16,191.94,187.11,170.29,211.60,174.73,127.70,95.97,186.04,133.01,99.09,79.31,117.69,109.44,90.03,70.63,11.97,387.29,123.47,108.29,114.80,93.12,68.22,140.80
06/07/2023,81.75,105.00,88.72,81.91,83.35,93.66,80.87,83.31,70.37,70.86,97.44,102.04,,,,,67.28,80.00,94.49,103.34,62.38,85.05,102.07,108.66,53.81,74.20,107.34,137.90,70.16,111.35,132.61,148.78,142.13,137.25,126.30,103.52,235.09,123.96,89.95,38.60,151.40,116.47,92.31,63.77,132.56,99.70,88.94,62.00,109.77,86.03,81.66,79.13,86.69,73.24,77.93,84.43,79.59,85.17,81.42,61.96,47.16,62.05,78.22,91.67,54.06,69.03,83.91,100.29,47.56,80.06,90.34,131.77,58.39,101.98,119.52,143.30,66.52,101.28,156.97,231.21,107.77,136.20,187.51,396.41,177.63,205.56,227.72,261.48,253.82,224.35,187.40,143.34,250.03,181.17,139.40,113.57,157.01,131.77,107.80,107.24,38.60,396.41,124.11,114.40,96.50,104.69,81.53,179.33
05/07/2023,131.29,129.73,101.36,86.82,166.82,115.34,81.30,54.09,144.86,100.17,75.39,39.36,,,,,125.90,94.39,68.16,33.04,82.17,73.34,67.95,44.98,42.32,65.89,73.25,74.14,59.17,81.59,82.93,75.91,105.79,105.42,83.86,40.42,137.48,96.32,83.55,28.25,142.39,82.31,61.60,17.30,108.79,73.41,73.42,19.94,68.42,48.08,38.24,14.14,45.32,1.80,-2.82,-2.81,58.81,21.48,-0.88,-19.81,10.41,5.79,5.11,11.09,-2.83,-7.51,-0.05,42.79,-49.81,-14.46,22.91,61.52,-61.19,-3.96,76.57,90.43,-19.08,58.85,98.21,174.95,7.98,80.85,107.75,181.83,88.07,104.67,124.76,140.28,120.73,108.26,123.08,124.72,142.07,111.76,103.45,96.31,131.24,106.03,93.79,88.14,-61.19,181.83,94.05,68.62,84.60,43.19,25.43,112.96
04/07/2023,144.54,101.87,79.03,58.44,115.43,93.73,70.09,35.09,70.03,58.33,62.92,56.72,,,,,62.90,58.30,62.95,67.59,51.22,65.66,76.06,84.49,28.24,63.00,94.58,119.89,75.94,114.01,112.75,116.10,137.23,134.75,113.28,70.08,221.97,128.37,84.46,11.14,144.55,89.98,70.60,26.10,98.01,60.04,30.71,-16.32,67.94,50.15,13.26,-20.00,36.93,-0.01,3.29,0.06,20.28,20.25,-3.90,-4.88,-33.50,-4.68,24.78,59.88,-30.75,27.62,59.42,89.93,2.20,67.33,86.32,111.74,19.74,82.19,111.49,160.09,38.83,95.02,144.53,203.68,78.20,124.13,158.64,343.83,144.70,173.95,192.39,208.99,238.29,184.77,156.49,144.69,233.59,174.91,144.64,124.84,174.05,134.22,123.56,95.10,-33.50,343.83,110.51,88.10,82.98,65.70,22.85,165.57
03/07/2023,96.33,80.92,59.98,45.52,68.70,56.56,50.07,41.11,53.41,33.24,33.67,24.08,,,,,32.34,21.13,17.06,14.66,14.99,23.11,32.36,40.74,21.21,51.20,72.82,93.98,50.06,86.09,99.99,105.38,114.02,123.77,123.20,99.99,180.00,118.80,75.42,45.19,107.88,72.84,24.90,-30.82,72.81,35.78,-19.14,-36.94,45.74,20.10,-3.98,-34.46,17.22,4.98,-1.51,-8.96,37.06,18.19,-15.05,-34.99,-15.03,-26.82,-0.08,29.93,-32.50,-7.97,12.27,27.28,-38.36,-20.23,20.09,70.38,-67.43,-0.04,71.68,121.93,2.90,75.58,113.05,157.00,86.37,90.09,114.19,174.95,100.09,109.03,134.60,164.45,134.69,143.84,134.64,119.32,187.50,134.67,111.19,94.54,187.50,132.38,102.07,80.04,-67.43,187.50,82.34,58.36,58.80,34.38,3.50,129.41
02/07/2023,68.54,10.34,-9.09,-71.61,63.43,-0.03,-8.92,-54.07,3.17,-1.08,-2.48,-30.04,,,,,3.85,-3.86,-4.28,-23.71,36.07,3.59,-8.96,-29.91,80.05,-2.81,-28.56,-48.68,77.99,30.58,-5.61,-34.96,55.36,1.96,1.92,-0.09,99.99,83.91,-29.30,-156.95,120.97,52.63,-50.09,-199.91,89.99,1.99,-36.90,-199.98,40.98,14.98,-51.04,-266.19,89.92,20.42,-152.98,-501.73,42.68,-11.72,-278.34,-587.79,-499.94,-500.00,-500.07,-500.00,-640.50,-436.70,-50.08,27.28,-636.88,-199.54,14.91,106.72,-426.24,-199.96,37.96,221.52,-253.47,-250.01,-10.81,184.46,-238.95,-73.13,110.29,265.82,-44.94,57.23,110.81,195.96,79.81,82.74,88.04,100.67,111.57,100.00,98.05,65.18,178.80,110.60,62.91,0.08,-640.50,265.82,30.53,-50.48,2.13,-131.50,-203.57,87.34
01/07/2023,123.04,102.19,90.45,90.85,103.05,102.05,98.60,79.87,106.55,99.68,80.36,73.18,,,,,118.81,93.58,77.03,67.39,101.93,87.11,78.82,63.16,87.65,76.37,64.83,59.00,74.98,73.55,68.75,48.67,83.71,79.67,75.42,72.40,90.17,76.40,72.53,62.75,101.02,81.46,46.45,18.83,83.71,63.01,42.96,5.53,55.27,41.08,22.92,-0.87,38.65,20.54,12.42,7.59,23.74,9.97,-0.08,-2.03,-3.99,-0.46,3.21,21.65,-29.93,-4.80,9.82,48.91,-35.66,6.29,41.29,73.28,2.94,47.43,74.99,97.66,55.24,73.79,88.71,97.18,74.41,80.01,89.92,90.00,88.14,86.79,90.03,90.04,99.91,92.70,76.31,78.90,122.92,86.83,83.07,75.26,93.95,79.80,76.46,64.88,-35.66,123.04,85.18,63.17,84.46,41.16,19.53,86.62
30/06/2023,97.67,106.21,104.40,101.34,104.13,100.60,101.03,101.04,107.44,101.09,101.09,101.44,,,,,101.94,100.71,98.25,101.05,99.33,99.84,99.67,99.73,87.54,91.87,105.65,121.95,102.17,119.82,133.40,151.42,131.24,134.35,142.71,158.04,156.91,140.33,133.36,118.34,156.23,134.52,123.44,113.62,129.91,118.25,104.95,100.89,106.30,99.73,100.76,91.88,125.61,100.66,98.06,82.06,117.46,99.62,89.49,66.67,106.31,93.58,93.11,97.24,93.20,92.88,97.02,106.38,85.14,90.57,98.78,106.36,78.31,96.23,112.44,120.08,91.89,106.79,119.02,133.31,108.06,120.08,133.24,142.61,137.25,133.48,133.42,153.19,152.34,133.40,124.65,114.04,142.48,128.38,121.83,110.00,128.71,118.00,106.66,97.25,66.67,158.04,115.48,112.24,109.63,108.99,100.50,127.19
